AUTHOR,TEXT,DATE,TIME
469CS9,joins the room,19.01.2012,02.16.35
486CS9,joins the room,19.01.2012,02.16.35
476CS9,joins the room,19.01.2012,02.16.36
TUTOR,joins the room,19.01.2012,02.17.32
TUTOR,"Hi, my name is Sage. I'll be working with you in this activity. Take a minute to introduce yourselves.",19.01.2012,02.17.40
486CS9,Hi sarah!!!,19.01.2012,02.17.40
469CS9,HI!!!!!!!!,19.01.2012,02.17.46
476CS9,"Wassup, this is Ashley",19.01.2012,02.17.55
476CS9,lol,19.01.2012,02.17.59
486CS9,HEY GURL,19.01.2012,02.18.10
469CS9,trolololololololololololol,19.01.2012,02.18.12
476CS9,oh we got COUTNEY lolol,19.01.2012,02.18.20
TUTOR,"I won't tell you if you're right or wrong, but I'll give feedback as you discuss things as a team.",19.01.2012,02.18.25
476CS9,Sarahhhhhh!!!!,19.01.2012,02.18.33
TUTOR,Let's look at a setup which is the opposite of the one we saw earlier - the iodine is now inside and the starch is outside.,19.01.2012,02.18.40
TUTOR,leaves the room,19.01.2012,02.18.44
469CS9,Who is sage?,19.01.2012,02.18.56
476CS9,idk,19.01.2012,02.19.06
486CS9,lolololol i used to have a fish named sage,19.01.2012,02.19.26
486CS9,but it died...,19.01.2012,02.19.38
476CS9,lol,19.01.2012,02.19.39
TUTOR,joins the room,19.01.2012,02.19.47
476CS9,aweeee ):,19.01.2012,02.19.50
486CS9,its okay,19.01.2012,02.19.56
486CS9,he was ugly,19.01.2012,02.19.57
TUTOR,"<< On the whiteboard, you can see a picture of this new setup.",19.01.2012,02.20.02
476CS9,lol,19.01.2012,02.20.03
476CS9,awee poor ugly thing,19.01.2012,02.20.14
TUTOR,<< Here's what happened in this setup over time.,19.01.2012,02.20.15
469CS9,Haha. your fish is back from the dead and hes talking to you.,19.01.2012,02.20.35
TUTOR,Notice how the inside and outside environments changed. Why did these changes happen?,19.01.2012,02.20.37
486CS9,idk what to do guys,19.01.2012,02.21.20
476CS9,me either!!!,19.01.2012,02.21.30
469CS9,Do we write it on the paper?,19.01.2012,02.21.55
486CS9,idk ill ask the guy that looks like jesus,19.01.2012,02.22.12
486CS9,sexy,19.01.2012,02.22.19
469CS9,Mmmmm....,19.01.2012,02.22.34
476CS9,lol,19.01.2012,02.22.40
486CS9,THAT WAS BRANDON..,19.01.2012,02.22.58
486CS9,brandon finds him attractive apperantly,19.01.2012,02.23.08
486CS9,o,19.01.2012,02.23.31
486CS9,o,19.01.2012,02.23.32
486CS9,o,19.01.2012,02.23.32
486CS9,o,19.01.2012,02.23.33
486CS9,o,19.01.2012,02.23.33
486CS9,o,19.01.2012,02.23.33
486CS9,o,19.01.2012,02.23.34
486CS9,o,19.01.2012,02.23.34
486CS9,,19.01.2012,02.23.34
486CS9,o,19.01.2012,02.23.34
486CS9,o,19.01.2012,02.23.35
486CS9,o,19.01.2012,02.23.35
486CS9,o,19.01.2012,02.23.35
486CS9,o,19.01.2012,02.23.35
486CS9,o,19.01.2012,02.23.36
486CS9,o,19.01.2012,02.23.36
486CS9,o,19.01.2012,02.23.36
486CS9,o,19.01.2012,02.23.36
486CS9,o,19.01.2012,02.23.37
486CS9,o,19.01.2012,02.23.37
486CS9,o,19.01.2012,02.23.37
486CS9,o,19.01.2012,02.23.37
486CS9,o,19.01.2012,02.23.38
486CS9,o,19.01.2012,02.23.38
486CS9,o,19.01.2012,02.23.38
486CS9,o,19.01.2012,02.23.38
486CS9,o,19.01.2012,02.23.39
486CS9,o,19.01.2012,02.23.40
486CS9,we do write on the paper,19.01.2012,02.23.52
469CS9,Haha. what did jesus say to do?,19.01.2012,02.23.59
476CS9,These changes happen because the iodine changes it,19.01.2012,02.24.03
TUTOR,"Okay, team - in a moment we'll move to another set of experiments.",19.01.2012,02.24.10
469CS9,okay thanx,19.01.2012,02.24.15
476CS9,he said yes we could write on the paper if we wanna,19.01.2012,02.24.23
469CS9,8=====D,19.01.2012,02.24.30
TUTOR,"For these experiments, we'll use the same membrane, but with pure water on the outside and a glucose solution on the inside.",19.01.2012,02.24.34
469CS9,Hahah,19.01.2012,02.24.36
476CS9,the iodine gets inside the starch,19.01.2012,02.24.50
486CS9,lmao he was right next to me when you made that sarah!!,19.01.2012,02.24.56
TUTOR,Discuss the differences between glucose and starch molecules.,19.01.2012,02.25.04
476CS9,lol,19.01.2012,02.25.07
486CS9,he said we only do D,19.01.2012,02.25.22
TUTOR,We'll use the tube weight as an indicator for water movement.,19.01.2012,02.25.57
TUTOR,We'll also use *glucose test strips* to detect glucose in both environments.,19.01.2012,02.26.00
TUTOR,"<< On the whiteboard, you can see what happened in this setup over time.",19.01.2012,02.26.15
476CS9,the difference between the glocose and the starch is that glocose is different kinds of sugar bt the starch is basically food,19.01.2012,02.26.16
TUTOR,"The results with glucose are different than what you saw with starch - as a team, discuss and agree upon an explanation for these results.",19.01.2012,02.26.39
486CS9,we only have like 20 mins left :p,19.01.2012,02.27.36
