AUTHOR,TEXT,DATE,TIME
471CS9,joins the room,19.01.2012,02.16.35
463CS9,joins the room,19.01.2012,02.16.39
485CS9,joins the room,19.01.2012,02.17.01
TUTOR,joins the room,19.01.2012,02.17.30
TUTOR,"Hi, my name is Sage. I'll be working with you in this activity. Take a minute to introduce yourselves.",19.01.2012,02.17.36
463CS9,"Uh... hi, I am Nick~ ;D",19.01.2012,02.18.06
TUTOR,"I won't tell you if you're right or wrong, but I'll give feedback as you discuss things as a team.",19.01.2012,02.18.21
471CS9,hi im kelly (:,19.01.2012,02.18.26
485CS9,I'm Bobby! :),19.01.2012,02.18.34
TUTOR,Let's look at a setup which is the opposite of the one we saw earlier - the iodine is now inside and the starch is outside.,19.01.2012,02.18.37
TUTOR,leaves the room,19.01.2012,02.18.42
471CS9,hi bobby(:,19.01.2012,02.18.42
485CS9,Hi Kelly! :),19.01.2012,02.18.59
471CS9,why did sage leave?,19.01.2012,02.19.10
463CS9,He left... he found me annoying. -___-,19.01.2012,02.19.15
471CS9,awe )':,19.01.2012,02.19.27
463CS9,lol :P,19.01.2012,02.19.39
471CS9,lol,19.01.2012,02.19.43
TUTOR,joins the room,19.01.2012,02.19.56
471CS9,hi(:,19.01.2012,02.20.03
485CS9,If you think I'm amazing say I!,19.01.2012,02.20.06
471CS9,i,19.01.2012,02.20.10
TUTOR,"<< On the whiteboard, you can see a picture of this new setup.",19.01.2012,02.20.11
463CS9,Oooooh a picture,19.01.2012,02.20.13
471CS9,yes,19.01.2012,02.20.17
TUTOR,<< Here's what happened in this setup over time.,19.01.2012,02.20.24
485CS9,Thank you Kelly.! :D More pictures!,19.01.2012,02.20.39
TUTOR,Notice how the inside and outside environments changed. Why did these changes happen?,19.01.2012,02.20.46
471CS9,(: anytime anytime,19.01.2012,02.20.55
471CS9,the iodine detected starch,19.01.2012,02.21.12
485CS9,Kelly took my answer.. :/,19.01.2012,02.21.33
463CS9,I believe the iodine came in contact with the starch.,19.01.2012,02.21.38
471CS9,sorry):,19.01.2012,02.21.40
471CS9,nick sounds all smart,19.01.2012,02.21.48
485CS9,All good.! :),19.01.2012,02.21.53
463CS9,Eeeeeyup xD,19.01.2012,02.22.15
485CS9,"Once upon a time, there was a ginger named courtney..",19.01.2012,02.22.40
463CS9,Lol,19.01.2012,02.22.56
471CS9,ahaha she lived in a world with no other gingers except angie(:,19.01.2012,02.23.06
485CS9,But in Courtney's eyes angie was a LAME!,19.01.2012,02.23.28
471CS9,angies not a lame!,19.01.2012,02.23.42
485CS9,I know. Shes blue! <3,19.01.2012,02.23.58
471CS9,shes not a smurff?,19.01.2012,02.24.09
463CS9,xD,19.01.2012,02.24.10
485CS9,Says you..,19.01.2012,02.24.18
TUTOR,"Okay, team - in a moment we'll move to another set of experiments.",19.01.2012,02.24.19
471CS9,okay thats cool(:,19.01.2012,02.24.30
463CS9,kk~,19.01.2012,02.24.37
485CS9,Okay sir!,19.01.2012,02.24.38
TUTOR,"For these experiments, we'll use the same membrane, but with pure water on the outside and a glucose solution on the inside.",19.01.2012,02.24.43
485CS9,Kelly!,19.01.2012,02.24.43
485CS9,Kelly!,19.01.2012,02.24.49
471CS9,what?!,19.01.2012,02.24.53
485CS9,Hi. :). hehe,19.01.2012,02.25.00
471CS9,haha hi(:,19.01.2012,02.25.07
TUTOR,Discuss the differences between glucose and starch molecules.,19.01.2012,02.25.13
463CS9,I have a feeling the Sage is a bot or something... not a real person...,19.01.2012,02.25.27
471CS9,glucose molecules are less dense than starch molecules,19.01.2012,02.25.47
485CS9,Starch molecules are fat.,19.01.2012,02.26.02
TUTOR,We'll use the tube weight as an indicator for water movement.,19.01.2012,02.26.06
TUTOR,We'll also use *glucose test strips* to detect glucose in both environments.,19.01.2012,02.26.09
TUTOR,"<< On the whiteboard, you can see what happened in this setup over time.",19.01.2012,02.26.24
TUTOR,"The results with glucose are different than what you saw with starch - as a team, discuss and agree upon an explanation for these results.",19.01.2012,02.26.48
485CS9,"Kelly, am I taller than you? because you were always taller by an inch back in the day.",19.01.2012,02.27.00
471CS9,"in the first one there was no glucose, in the second one there is little glucose and in the last one there was a lot",19.01.2012,02.27.44
463CS9,um... I'm thinking... but Im not sure,19.01.2012,02.27.52
471CS9,and bobby i think we are almost the same height!,19.01.2012,02.28.01
485CS9,agreed. Kelly stole my answer again. And We are the same height because we're awesome.,19.01.2012,02.28.50
471CS9,or over time it changed the color of the strip so the glucose could seep out,19.01.2012,02.29.16
471CS9,oh you know it(:,19.01.2012,02.29.25
485CS9,yup :),19.01.2012,02.29.36
471CS9,(: yay!,19.01.2012,02.29.59
485CS9,:) yipee. lol,19.01.2012,02.30.13
TUTOR,"Okay, everyone - let's move on to the last experiment.",19.01.2012,02.30.25
463CS9,Hmm... I agree with Kelly~ I couldn't think of any other way to put it. :P,19.01.2012,02.30.26
TUTOR,"In this setup we have glucose solution on the outside, pure water on the inside.",19.01.2012,02.30.46
471CS9,thats cause im smart(:,19.01.2012,02.30.51
485CS9,yes kelly we know. :),19.01.2012,02.31.05
TUTOR,"What changes do you think you'll see in this condition? Agree on a prediction for what you'll observe over time, *and* an explanation that everyone understands.",19.01.2012,02.31.10
485CS9,Okay so predictions for Strip color inside:,19.01.2012,02.31.51
485CS9,Strip color outside;,19.01.2012,02.32.01
471CS9,inside what the bag?,19.01.2012,02.32.05
463CS9,"I think the water would ""water down' the glucose. Getting rid of some of it, making the strip go lighter.",19.01.2012,02.32.22
463CS9,"Sort of when ice melts in soda, it waters it down... getting rid of the sweet sugary taste.",19.01.2012,02.32.54
